# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG,   TN,   TX
# 
  260,20111225,   92,   69,  106
  260,20111226,  109,  102,  120
  260,20111227,   87,   77,  102
  260,20111228,   68,   57,   78
  260,20111229,   68,   47,   78
  260,20111230,   53,   38,   80
  260,20111231,   77,   37,  107
  260,20120101,  116,  102,  129
  260,20120102,   75,   46,  103
  260,20120103,   74,   48,  107
  260,20120104,   71,   54,   86
  260,20120105,   74,   49,  102
  260,20120106,   67,   42,   88
  260,20120107,   78,   51,   94
  260,20120108,   74,   55,   84
  260,20120109,   83,   65,   95
  260,20120110,   75,   22,   93
  260,20120111,   84,   75,   90
  260,20120112,   79,   52,  105
  260,20120113,   55,   37,   75
  260,20120114,   40,   -1,   73
  260,20120115,   18,  -21,   66
  260,20120116,  -10,  -44,   48
  260,20120117,   -3,  -53,   61
  260,20120118,   26,  -18,   62
  260,20120119,   67,   50,   81
  260,20120120,   46,   24,   68
  260,20120121,   78,   34,  109
  260,20120122,   68,   50,   99
  260,20120123,   54,   29,   80
  260,20120124,   33,    0,   59
  260,20120125,   41,   29,   52
  260,20120126,   45,   36,   62
  260,20120127,   43,   14,   80
  260,20120128,   28,  -11,   68
  260,20120129,   -7,  -17,    8
  260,20120130,  -20,  -27,  -12
  260,20120131,  -39,  -66,  -11
  260,20120201,  -49,  -79,  -13
  260,20120202,  -65,  -88,  -35
  260,20120203,  -82, -159,  -51
  260,20120204, -121, -189,  -45
  260,20120205,  -71, -102,  -51
  260,20120206,  -84, -146,  -33
  260,20120207,  -85, -153,  -37
  260,20120208,  -33,  -89,   -9
  260,20120209,  -44,  -97,    5
  260,20120210,  -61, -108,  -21
  260,20120211,  -73, -119,  -30
  260,20120212,  -37,  -98,   -5
  260,20120213,   27,   -5,   50
  260,20120214,   46,   31,   59
  260,20120215,   56,   40,   68
  260,20120216,   55,   40,   75
  260,20120217,   68,   45,   95
  260,20120218,   70,   35,   91
  260,20120219,   29,  -12,   60
  260,20120220,   22,  -34,   64
  260,20120221,   57,   28,   93
  260,20120222,   67,   52,   90
  260,20120223,  101,   60,  129
  260,20120224,   81,   20,   99
  260,20120225,   53,    1,  103
  260,20120226,   68,   54,   96
  260,20120227,   62,   33,   82
  260,20120228,   87,   76,   98
  260,20120229,   88,   82,   95
  260,20120301,   90,   83,  101
  260,20120302,   88,   60,  131
  260,20120303,   93,   63,  125
  260,20120304,   79,   29,  113
  260,20120305,   56,   42,   84
  260,20120306,   57,    1,   97
  260,20120307,   43,   -5,   62
  260,20120308,   58,   25,   92
  260,20120309,   78,   41,  106
  260,20120310,   91,   76,  115
  260,20120311,   89,   46,  138
  260,20120312,   79,   11,  135
  260,20120313,   80,   70,   95
  260,20120314,   63,    5,   86
  260,20120315,   67,  -16,  151
  260,20120316,   75,   27,  118
  260,20120317,   93,   57,  125
  260,20120318,   72,   24,   99
  260,20120319,   48,  -19,  116
  260,20120320,   85,   34,  136
  260,20120321,   93,   12,  160
  260,20120322,  123,   51,  192
  260,20120323,  121,   56,  197
  260,20120324,  111,   46,  179
  260,20120325,   95,   39,  169
  260,20120326,   98,   20,  166
  260,20120327,  100,   16,  182
  260,20120328,  104,   29,  184
  260,20120329,   88,   42,  117
  260,20120330,   86,   71,  101
  260,20120331,   68,   10,   93
  260,20120401,   49,  -23,   97
  260,20120402,   81,   22,  135
  260,20120403,   90,   17,  141
  260,20120404,   75,   54,   90
  260,20120405,   59,   17,  102
  260,20120406,   60,  -11,  112
  260,20120407,   53,   20,   79
  260,20120408,   62,   -4,   97
  260,20120409,   90,   68,  101
  260,20120410,   95,   75,  112
  260,20120411,   79,   41,  127
  260,20120412,   71,   21,  125
  260,20120413,   73,   23,  117
  260,20120414,   76,   18,  126
  260,20120415,   66,   36,   96
  260,20120416,   50,  -14,  101
  260,20120417,   49,  -24,  100
  260,20120418,   84,   38,  132
  260,20120419,   89,   41,  134
  260,20120420,   82,   46,  133
  260,20120421,   78,   51,  119
  260,20120422,   88,   60,  133
  260,20120423,   94,   64,  144
  260,20120424,   97,   69,  135
  260,20120425,  100,   63,  134
  260,20120426,  114,   92,  146
  260,20120427,  123,   98,  160
  260,20120428,  105,   89,  124
  260,20120429,  125,   75,  184
  260,20120430,  158,   50,  224
  260,20120501,  149,  104,  192
  260,20120502,  143,   93,  198
  260,20120503,  125,  110,  143
  260,20120504,   99,   70,  120
  260,20120505,   86,   68,  101
  260,20120506,   81,   49,  118
  260,20120507,   99,   20,  151
  260,20120508,  136,   97,  176
  260,20120509,  157,  136,  189
  260,20120510,  183,  152,  218
  260,20120511,  138,   73,  174
  260,20120512,   87,   27,  131
  260,20120513,   88,    9,  143
  260,20120514,  111,   36,  166
  260,20120515,   89,   76,  124
  260,20120516,   82,   23,  120
  260,20120517,  104,   16,  150
  260,20120518,  134,   94,  191
  260,20120519,  154,  114,  206
  260,20120520,  164,  125,  227
  260,20120521,  190,  133,  247
  260,20120522,  214,  147,  284
  260,20120523,  203,  135,  288
  260,20120524,  224,  169,  283
  260,20120525,  208,  148,  257
  260,20120526,  202,  142,  256
  260,20120527,  205,  122,  266
  260,20120528,  183,  112,  243
  260,20120529,  136,   88,  185
  260,20120530,  162,   84,  223
  260,20120531,  144,  121,  184
  260,20120601,  127,   69,  161
  260,20120602,  118,   46,  164
  260,20120603,   91,   82,  110
  260,20120604,   91,   64,  114
  260,20120605,  110,   33,  157
  260,20120606,  139,   98,  187
  260,20120607,  162,  118,  209
  260,20120608,  152,  110,  192
  260,20120609,  133,  113,  159
  260,20120610,  149,   97,  201
  260,20120611,  148,  129,  200
  260,20120612,  136,  106,  165
  260,20120613,  117,   54,  153
  260,20120614,  125,   37,  180
  260,20120615,  149,  111,  193
  260,20120616,  167,  133,  199
  260,20120617,  156,  101,  195
  260,20120618,  144,   86,  187
  260,20120619,  153,   72,  209
  260,20120620,  177,  125,  218
  260,20120621,  178,  140,  219
  260,20120622,  154,  127,  184
  260,20120623,  157,  122,  193
  260,20120624,  137,  119,  167
  260,20120625,  143,  105,  173
  260,20120626,  162,   77,  225
  260,20120627,  180,  156,  209
  260,20120628,  223,  139,  279
  260,20120629,  191,  162,  223
  260,20120630,  191,  151,  242
  260,20120701,  154,  122,  191
  260,20120702,  165,  118,  213
  260,20120703,  190,  139,  235
  260,20120704,  212,  158,  265
  260,20120705,  219,  155,  274
  260,20120706,  190,  135,  229
  260,20120707,  184,  123,  240
  260,20120708,  168,  151,  197
  260,20120709,  166,  138,  194
  260,20120710,  164,  138,  196
  260,20120711,  156,  129,  192
  260,20120712,  145,  114,  186
  260,20120713,  155,  129,  205
  260,20120714,  149,  131,  178
  260,20120715,  153,  118,  185
  260,20120716,  149,  136,  177
  260,20120717,  175,  155,  195
  260,20120718,  171,  151,  192
  260,20120719,  153,  114,  181
  260,20120720,  146,   91,  191
  260,20120721,  133,   75,  184
  260,20120722,  150,   62,  209
  260,20120723,  188,  104,  256
  260,20120724,  209,  107,  289
  260,20120725,  223,  133,  287
  260,20120726,  212,  157,  270
  260,20120727,  214,  159,  287
  260,20120728,  185,  155,  221
  260,20120729,  164,  114,  207
  260,20120730,  154,  113,  195
  260,20120731,  153,  123,  179
  260,20120801,  202,  118,  269
  260,20120802,  176,  126,  214
  260,20120803,  179,  122,  230
  260,20120804,  185,  140,  237
  260,20120805,  179,  131,  238
  260,20120806,  172,  152,  204
  260,20120807,  156,  143,  192
  260,20120808,  169,  124,  207
  260,20120809,  168,  100,  219
  260,20120810,  157,   76,  219
  260,20120811,  159,   93,  213
  260,20120812,  186,  126,  241
  260,20120813,  186,  140,  245
  260,20120814,  199,  152,  262
  260,20120815,  219,  144,  288
  260,20120816,  190,  135,  241
  260,20120817,  216,  151,  270
  260,20120818,  241,  159,  320
  260,20120819,  255,  176,  330
  260,20120820,  219,  162,  270
  260,20120821,  205,  149,  267
  260,20120822,  184,  157,  221
  260,20120823,  181,  135,  231
  260,20120824,  184,  130,  239
  260,20120825,  177,  153,  218
  260,20120826,  160,  105,  196
  260,20120827,  169,   97,  218
  260,20120828,  177,  116,  228
  260,20120829,  179,  102,  241
  260,20120830,  158,  134,  210
  260,20120831,  135,   91,  171
  260,20120901,  139,   66,  193
  260,20120902,  158,  102,  196
  260,20120903,  171,  117,  230
  260,20120904,  176,   97,  247
  260,20120905,  159,  125,  201
  260,20120906,  151,  112,  196
  260,20120907,  172,  123,  232
  260,20120908,  177,  118,  254
  260,20120909,  185,   91,  281
  260,20120910,  186,  130,  233
  260,20120911,  156,   93,  182
  260,20120912,  133,   90,  169
  260,20120913,  132,   83,  171
  260,20120914,  140,  112,  175
  260,20120915,  135,   82,  191
  260,20120916,  143,   71,  193
  260,20120917,  167,  143,  199
  260,20120918,  128,   83,  174
  260,20120919,   93,   48,  150
  260,20120920,  110,   46,  157
  260,20120921,  125,   97,  162
  260,20120922,  105,   37,  161
  260,20120923,   88,   22,  136
  260,20120924,  142,   97,  216
  260,20120925,  135,  112,  168
  260,20120926,  132,  108,  161
  260,20120927,  125,   97,  166
  260,20120928,  132,   98,  171
  260,20120929,  128,  101,  158
  260,20120930,  123,   79,  165
  260,20121001,  142,  100,  187
  260,20121002,  145,  128,  178
  260,20121003,  128,  104,  150
  260,20121004,  116,  100,  151
  260,20121005,  128,   98,  164
  260,20121006,   96,   33,  153
  260,20121007,   78,   26,  153
  260,20121008,   78,   15,  138
  260,20121009,   75,   20,  142
  260,20121010,   81,   20,  145
  260,20121011,   89,   17,  143
  260,20121012,  112,   82,  144
  260,20121013,   89,   75,  113
  260,20121014,   86,   63,  118
  260,20121015,  104,   74,  135
  260,20121016,  110,   88,  150
  260,20121017,  117,   70,  157
  260,20121018,  152,  130,  186
  260,20121019,  168,  131,  212
  260,20121020,  149,  134,  164
  260,20121021,  135,  115,  148
  260,20121022,  162,  123,  220
  260,20121023,  143,  117,  182
  260,20121024,  119,  107,  137
  260,20121025,  107,   86,  133
  260,20121026,   50,    1,   86
  260,20121027,   29,  -16,   82
  260,20121028,   47,  -28,  102
  260,20121029,   75,   54,   95
  260,20121030,   69,   32,   96
  260,20121031,   77,   35,  125
  260,20121101,   78,   62,  106
  260,20121102,   67,   48,  100
  260,20121103,   62,   33,   89
  260,20121104,   61,   12,   93
  260,20121105,   68,   34,  104
  260,20121106,   67,   -3,  113
  260,20121107,  103,   94,  108
  260,20121108,   99,   90,  117
  260,20121109,   92,   79,  107
  260,20121110,  100,   80,  113
  260,20121111,   83,   67,  115
  260,20121112,   66,   46,   77
  260,20121113,   87,   71,  104
  260,20121114,   74,   10,  126
  260,20121115,   39,    0,   55
  260,20121116,   38,   18,   51
  260,20121117,   52,   19,   84
  260,20121118,   55,  -12,  103
  260,20121119,   46,  -15,  102
  260,20121120,   90,   60,  123
  260,20121121,   65,   33,  106
  260,20121122,   79,   58,  113
  260,20121123,   62,   29,   82
  260,20121124,   52,    6,   93
  260,20121125,  105,   75,  131
  260,20121126,   77,   52,   99
  260,20121127,   67,   20,   87
  260,20121128,   53,   -3,   93
  260,20121129,   42,   10,   70
  260,20121130,   23,  -28,   70
  260,20121201,   36,   26,   52
  260,20121202,   23,  -15,   58
  260,20121203,   27,  -11,   72
  260,20121204,   43,   -1,   67
  260,20121205,   12,  -12,   37
  260,20121206,    6,  -31,   36
  260,20121207,    3,  -12,   16
  260,20121208,  -18,  -83,   20
  260,20121209,   53,   18,   84
  260,20121210,   32,   -3,   62
  260,20121211,    6,  -19,   33
  260,20121212,   15,   -5,   42
  260,20121213,  -10,  -26,    5
  260,20121214,   50,    3,   96
  260,20121215,   84,   69,   97
  260,20121216,   72,   45,   80
  260,20121217,   62,   42,   78
  260,20121218,   57,   41,   71
  260,20121219,   54,   41,   61
  260,20121220,   32,   26,   42
  260,20121221,   49,   26,   79
  260,20121222,   72,   67,  104
  260,20121223,  114,   99,  130
  260,20121224,  100,   74,  127
  260,20121225,   86,   74,  105
  260,20121226,   80,   63,   94
  260,20121227,   75,   45,   98
  260,20121228,   65,   20,  105
  260,20121229,  108,   92,  120
  260,20121230,   79,   57,   94
  260,20121231,   95,   87,  104
  260,20130101,   71,   49,   88
  260,20130102,   67,   41,   86
  260,20130103,  103,   76,  116
  260,20130104,   93,   83,  103
  260,20130105,   81,   74,   88
  260,20130106,   84,   69,  101
  260,20130107,   73,   61,   84
  260,20130108,   73,   60,   84
  260,20130109,   65,   40,   79
  260,20130110,   55,   -5,   77
  260,20130111,    7,  -24,   38
  260,20130112,    0,  -25,   32
  260,20130113,  -21,  -51,    6
  260,20130114,  -35,  -74,  -19
  260,20130115,  -30,  -58,  -16
  260,20130116,  -72, -129,  -17
  260,20130117,  -53,  -74,  -28
  260,20130118,  -17,  -34,   -1
  260,20130119,  -39,  -52,  -24
  260,20130120,  -46,  -59,  -27
  260,20130121,  -20,  -28,  -11
  260,20130122,  -40,  -84,  -13
  260,20130123,  -52,  -93,  -28
  260,20130124,  -35,  -69,   -4
  260,20130125,  -53, -114,  -19
  260,20130126,  -14,  -44,   15
  260,20130127,   40,   13,   61
  260,20130128,   52,   27,   83
  260,20130129,  107,   83,  130
  260,20130130,  103,   77,  130
  260,20130131,   78,   64,  101
  260,20130201,   49,   18,   74
  260,20130202,   39,   12,   62
  260,20130203,   48,   22,   74
  260,20130204,   82,   66,  102
  260,20130205,   34,    9,   67
  260,20130206,   24,    2,   57
  260,20130207,   22,    4,   55
  260,20130208,    9,  -16,   42
  260,20130209,   -5,  -30,   11
  260,20130210,   -3,  -18,   11
  260,20130211,  -15,  -36,    8
  260,20130212,   -8,  -37,    7
  260,20130213,  -13,  -52,   22
  260,20130214,   -7,  -22,   13
  260,20130215,   42,   11,   80
  260,20130216,   52,   24,   78
  260,20130217,   29,  -19,   73
  260,20130218,   22,  -14,   71
  260,20130219,   30,  -17,   60
  260,20130220,   -3,  -24,   30
  260,20130221,  -12,  -29,   11
  260,20130222,  -20,  -40,   13
  260,20130223,  -15,  -46,    7
  260,20130224,    2,  -11,    9
  260,20130225,   17,    8,   27
  260,20130226,   32,    8,   60
  260,20130227,   10,   -2,   25
  260,20130228,   23,    6,   52
  260,20130301,   35,   25,   50
  260,20130302,   31,   19,   45
  260,20130303,   38,  -10,   62
  260,20130304,   45,  -24,  109
  260,20130305,   86,   24,  159
  260,20130306,  112,   48,  168
  260,20130307,   89,   73,  112
  260,20130308,   91,   60,  131
  260,20130309,   47,   10,   62
  260,20130310,   -1,  -15,   10
  260,20130311,  -21,  -30,  -12
  260,20130312,  -25,  -69,    5
  260,20130313,   -9,  -74,   57
  260,20130314,   -7,  -52,   36
  260,20130315,    4,  -54,   33
  260,20130316,   53,   27,   77
  260,20130317,   56,   29,   91
  260,20130318,   57,   13,  103
  260,20130319,   33,    0,   66
  260,20130320,   14,    6,   27
  260,20130321,   12,  -26,   59
  260,20130322,    5,  -29,   41
  260,20130323,   -3,  -26,   23
  260,20130324,   -6,  -36,   30
  260,20130325,    3,  -24,   41
  260,20130326,    7,  -29,   55
  260,20130327,   10,  -35,   63
  260,20130328,    1,  -31,   42
  260,20130329,   -4,  -34,   27
  260,20130330,    3,  -39,   48
  260,20130331,    5,  -53,   43
  260,20130401,   23,  -30,   75
  260,20130402,   33,  -27,   84
  260,20130403,   30,   -5,   86
  260,20130404,   28,    4,   47
  260,20130405,   40,   12,   74
  260,20130406,   42,  -30,   91
  260,20130407,   41,  -24,   94
  260,20130408,   59,   -3,  111
  260,20130409,   65,   22,  106
  260,20130410,   61,    9,  110
  260,20130411,   71,   39,  104
  260,20130412,   86,   45,  141
  260,20130413,  100,   53,  149
  260,20130414,  158,  110,  210
  260,20130415,  123,   58,  168
  260,20130416,  121,   50,  172
  260,20130417,  152,   81,  207
  260,20130418,  124,   84,  171
  260,20130419,   80,   39,  121
  260,20130420,   63,  -18,  122
  260,20130421,   73,   -3,  144
  260,20130422,   88,  -18,  152
  260,20130423,  105,   65,  147
  260,20130424,  135,   59,  200
  260,20130425,  155,   98,  228
  260,20130426,   79,   43,  124
  260,20130427,   66,   11,  110
  260,20130428,   72,    7,  128
  260,20130429,   80,   27,  128
  260,20130430,   85,   24,  132
  260,20130501,  105,   24,  174
  260,20130502,  113,   59,  170
  260,20130503,  123,   52,  190
  260,20130504,  118,   36,  174
  260,20130505,  132,   72,  188
  260,20130506,  155,   46,  231
  260,20130507,  164,   98,  232
  260,20130508,  163,  126,  219
  260,20130509,  131,   78,  170
  260,20130510,  124,   94,  158
  260,20130511,  102,   80,  137
  260,20130512,   95,   67,  131
  260,20130513,  111,   77,  137
  260,20130514,   94,   61,  120
  260,20130515,  117,   49,  172
  260,20130516,   92,   40,  112
  260,20130517,   92,   81,  104
  260,20130518,   98,   51,  128
  260,20130519,  108,   35,  151
  260,20130520,  114,  101,  126
  260,20130521,  103,   86,  115
  260,20130522,   90,   40,  123
  260,20130523,   66,   40,  104
  260,20130524,   79,   31,  125
  260,20130525,   89,   28,  139
  260,20130526,   97,   80,  124
  260,20130527,  135,   70,  195
  260,20130528,  160,   90,  216
  260,20130529,  111,  101,  124
  260,20130530,  131,  106,  168
  260,20130531,  151,  107,  206
  260,20130601,  110,   84,  154
  260,20130602,  121,   67,  177
  260,20130603,  108,   57,  148
  260,20130604,  145,   79,  210
  260,20130605,  162,   88,  219
  260,20130606,  176,  104,  252
  260,20130607,  172,  109,  247
  260,20130608,  141,   99,  198
  260,20130609,  123,   88,  169
  260,20130610,  121,   67,  172
  260,20130611,  154,   56,  216
  260,20130612,  186,  160,  218
  260,20130613,  160,  133,  187
  260,20130614,  150,   91,  191
  260,20130615,  148,   87,  189
  260,20130616,  144,   87,  189
  260,20130617,  179,   77,  240
  260,20130618,  227,  140,  304
  260,20130619,  216,  176,  264
  260,20130620,  195,  168,  228
  260,20130621,  165,  152,  195
  260,20130622,  161,  136,  192
  260,20130623,  146,  124,  184
  260,20130624,  134,  115,  161
  260,20130625,  131,   64,  174
  260,20130626,  130,   54,  176
  260,20130627,  127,  106,  153
  260,20130628,  137,  111,  171
  260,20130629,  141,   78,  175
  260,20130630,  166,   74,  222
  260,20130701,  157,  104,  193
  260,20130702,  166,   96,  208
  260,20130703,  166,  148,  191
  260,20130704,  180,  153,  225
  260,20130705,  183,  136,  235
  260,20130706,  191,  114,  252
  260,20130707,  196,  119,  251
  260,20130708,  194,  137,  251
  260,20130709,  183,  127,  234
  260,20130710,  162,  131,  195
  260,20130711,  148,  108,  182
  260,20130712,  143,   73,  194
  260,20130713,  165,   94,  218
  260,20130714,  165,  102,  225
  260,20130715,  193,  114,  260
  260,20130716,  198,  110,  260
  260,20130717,  211,  151,  263
  260,20130718,  214,  153,  271
  260,20130719,  205,  131,  257
  260,20130720,  184,  139,  226
  260,20130721,  228,  152,  304
  260,20130722,  249,  152,  326
  260,20130723,  243,  158,  316
  260,20130724,  209,  140,  269
  260,20130725,  209,  125,  290
  260,20130726,  217,  152,  269
  260,20130727,  211,  170,  254
  260,20130728,  196,  146,  234
  260,20130729,  204,  148,  243
  260,20130730,  181,  159,  205
  260,20130731,  198,  175,  225
  260,20130801,  246,  194,  307
  260,20130802,  264,  196,  340
  260,20130803,  199,  127,  234
  260,20130804,  198,  121,  262
  260,20130805,  218,  123,  292
  260,20130806,  187,  139,  222
  260,20130807,  150,  129,  171
  260,20130808,  169,  111,  219
  260,20130809,  177,   97,  232
  260,20130810,  162,  100,  199
  260,20130811,  176,  116,  219
  260,20130812,  166,  113,  211
  260,20130813,  150,   93,  197
  260,20130814,  155,   91,  218
  260,20130815,  154,   80,  207
  260,20130816,  187,  125,  269
  260,20130817,  195,  166,  229
  260,20130818,  184,  138,  226
  260,20130819,  162,  103,  211
  260,20130820,  153,   84,  212
  260,20130821,  172,  104,  240
  260,20130822,  172,  105,  216
  260,20130823,  202,  136,  262
  260,20130824,  188,  152,  235
  260,20130825,  177,  137,  224
  260,20130826,  182,  128,  240
  260,20130827,  178,  102,  242
  260,20130828,  172,  100,  241
  260,20130829,  166,   92,  242
  260,20130830,  174,  100,  233
  260,20130831,  167,   87,  211
  260,20130901,  143,   72,  179
  260,20130902,  168,  136,  196
  260,20130903,  189,  136,  236
  260,20130904,  197,  122,  260
  260,20130905,  224,  143,  303
  260,20130906,  197,  134,  279
  260,20130907,  166,  130,  198
  260,20130908,  145,  119,  186
  260,20130909,  127,  107,  178
  260,20130910,  130,  107,  159
  260,20130911,  150,  103,  194
  260,20130912,  151,  115,  196
  260,20130913,  145,   90,  178
  260,20130914,  146,   98,  179
  260,20130915,  128,   73,  172
  260,20130916,  112,   80,  157
  260,20130917,  103,   86,  143
  260,20130918,  114,   89,  157
  260,20130919,  126,   93,  153
  260,20130920,  132,   76,  168
  260,20130921,  136,   69,  177
  260,20130922,  167,  140,  211
  260,20130923,  155,  102,  200
  260,20130924,  152,  124,  182
  260,20130925,  145,  101,  186
  260,20130926,  130,   73,  164
  260,20130927,  103,   56,  167
  260,20130928,  117,   63,  174
  260,20130929,  125,   85,  179
  260,20130930,  111,   68,  165
  260,20131001,  104,   52,  165
  260,20131002,  103,   51,  152
  260,20131003,  126,   74,  175
  260,20131004,  160,  109,  219
  260,20131005,  149,   91,  194
  260,20131006,  118,   68,  180
  260,20131007,  111,   53,  176
  260,20131008,  145,   71,  182
  260,20131009,  132,   82,  158
  260,20131010,   93,   61,  130
  260,20131011,   78,   62,   86
  260,20131012,   80,   41,  109
  260,20131013,   83,   76,   93
  260,20131014,  101,   89,  112
  260,20131015,   92,   56,  118
  260,20131016,   99,   40,  142
  260,20131017,  121,   63,  161
  260,20131018,  110,   62,  135
  260,20131019,  133,   96,  167
  260,20131020,  149,  123,  187
  260,20131021,  148,  120,  176
  260,20131022,  169,  127,  218
  260,20131023,  157,  123,  188
  260,20131024,  116,   70,  168
  260,20131025,  147,   97,  180
  260,20131026,  163,  144,  195
  260,20131027,  144,  126,  156
  260,20131028,  138,  104,  174
  260,20131029,  103,   79,  135
  260,20131030,   95,   72,  136
  260,20131031,  105,   71,  133
  260,20131101,  111,   97,  126
  260,20131102,  106,   86,  127
  260,20131103,   92,   74,  110
  260,20131104,   86,   73,  124
  260,20131105,   71,   53,   95
  260,20131106,  103,   70,  143
  260,20131107,  115,   92,  143
  260,20131108,   85,   57,  111
  260,20131109,   83,   53,  108
  260,20131110,   55,    8,  101
  260,20131111,   59,   -4,   95
  260,20131112,   71,   27,   87
  260,20131113,   49,   -2,  119
  260,20131114,   70,   49,   83
  260,20131115,   56,    4,  116
  260,20131116,   54,   42,   65
  260,20131117,   63,   53,   73
  260,20131118,   54,   38,   66
  260,20131119,   55,    8,   87
  260,20131120,   25,  -19,   61
  260,20131121,   27,    8,   51
  260,20131122,   42,   15,   59
  260,20131123,   49,    4,   81
  260,20131124,   62,   32,   84
  260,20131125,   51,   31,   80
  260,20131126,   52,   18,   75
  260,20131127,   56,    5,   85
  260,20131128,   88,   73,  104
  260,20131129,   73,   54,   88
  260,20131130,   56,   21,   98
  260,20131201,   61,   17,   93
  260,20131202,   29,  -18,   83
  260,20131203,    7,  -31,   62
  260,20131204,   49,   22,   84
  260,20131205,   48,   25,   91
  260,20131206,   37,   14,   54
  260,20131207,   59,   34,   81
  260,20131208,   81,   65,   96
  260,20131209,   91,   74,  111
  260,20131210,   43,    4,   91
  260,20131211,   12,  -13,   41
  260,20131212,   24,   -1,   52
  260,20131213,   17,   -2,   44
  260,20131214,   64,   29,   88
  260,20131215,   79,   66,   90
  260,20131216,  102,   79,  127
  260,20131217,   64,   52,  106
  260,20131218,   77,   61,   89
  260,20131219,   73,   31,   94
  260,20131220,   59,   38,   83
  260,20131221,   69,   61,   74
  260,20131222,   80,   66,  106
  260,20131223,   81,   49,  116
  260,20131224,   98,   71,  115
  260,20131225,   61,   17,   87
  260,20131226,   51,   17,   70
  260,20131227,   75,   28,   92
  260,20131228,   69,   48,   91
  260,20131229,   52,   27,   79
  260,20131230,   54,   21,   75
  260,20131231,   71,   52,   90
  260,20140101,   71,   48,   99
  260,20140102,   87,   55,  103
  260,20140103,   88,   56,  122
  260,20140104,   73,   59,   93
  260,20140105,   61,   41,   84
  260,20140106,  113,   70,  145
  260,20140107,  108,   94,  123
  260,20140108,   86,   62,  100
  260,20140109,   94,   68,  121
  260,20140110,   65,   46,   88
  260,20140111,   51,   33,   78
  260,20140112,   20,  -20,   62
  260,20140113,   61,   22,   99
  260,20140114,   48,   22,   71
  260,20140115,   45,   24,   64
  260,20140116,   75,   59,   89
  260,20140117,   74,   61,   90
  260,20140118,   70,   55,   86
  260,20140119,   60,   46,   71
  260,20140120,   37,   14,   60
  260,20140121,   39,   17,   54
  260,20140122,   33,   20,   43
  260,20140123,   30,   16,   52
  260,20140124,   45,   23,   67
  260,20140125,   39,   24,   63
  260,20140126,   54,   37,   68
  260,20140127,   41,   25,   62
  260,20140128,   46,   23,   68
  260,20140129,    1,  -21,   25
  260,20140130,    6,  -24,   50
  260,20140131,   31,  -30,   74
  260,20140201,   64,   43,   84
  260,20140202,   51,   26,   80
  260,20140203,   39,    5,   82
  260,20140204,   58,   23,   94
  260,20140205,   74,   40,  104
  260,20140206,   78,   57,   96
  260,20140207,   76,   44,  103
  260,20140208,   69,   42,   90
  260,20140209,   59,   44,   76
  260,20140210,   51,   23,   90
  260,20140211,   60,   39,   83
  260,20140212,   58,   31,   91
  260,20140213,   49,   31,   69
  260,20140214,   51,   21,   88
  260,20140215,  100,   75,  134
  260,20140216,   57,   -1,   94
  260,20140217,   60,    3,  104
  260,20140218,   60,   35,   80
  260,20140219,   78,   61,  110
  260,20140220,   82,   54,  100
  260,20140221,   70,   46,  103
  260,20140222,   66,   42,  103
  260,20140223,   75,   37,  118
  260,20140224,   78,   38,  126
  260,20140225,   87,   54,  126
  260,20140226,   67,   37,  111
  260,20140227,   49,   20,   78
  260,20140228,   54,   19,   85
  260,20140301,   59,   43,   82
  260,20140302,   62,   26,   98
  260,20140303,   49,    6,   99
  260,20140304,   52,   -1,  107
  260,20140305,   56,   -5,  126
  260,20140306,   65,   -7,  137
  260,20140307,   78,   27,  128
  260,20140308,   87,  -15,  160
  260,20140309,  113,   41,  195
  260,20140310,   98,   15,  180
  260,20140311,   93,   61,  144
  260,20140312,   83,   18,  168
  260,20140313,   79,   -7,  168
  260,20140314,   67,   -1,  120
  260,20140315,   99,   86,  118
  260,20140316,  105,   94,  122
  260,20140317,  102,   75,  120
  260,20140318,   93,   75,  105
  260,20140319,  113,   88,  159
  260,20140320,  129,   48,  212
  260,20140321,   78,   42,  110
  260,20140322,   66,   36,  105
  260,20140323,   52,   10,   95
  260,20140324,   56,   -7,  109
  260,20140325,   48,  -23,  108
  260,20140326,   45,    3,   96
  260,20140327,   86,   14,  137
  260,20140328,  110,   50,  173
  260,20140329,  115,   37,  192
  260,20140330,  123,   35,  202
  260,20140331,  147,   94,  204
